title,price,location,url
2024 Nautique Super Air Nautique G23,"$179,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2024-nautique-super-air/7815922471.html
Snow tires on wheels 4,$299,East Norwalk,https://newyork.craigslist.org/fct/wto/d/norwalk-snow-tires-on-wheels/7812016731.html
8 Vintage Movie Posters -- Any one for $10,$10,Brooklyn,https://newyork.craigslist.org/brk/clt/d/brooklyn-vintage-movie-posters-any-one/7812710006.html
2021 Nissan Sentra SV $62 A WEEK!,$0,+ EVERYONE DRIVES! WE MAKE IT HAPPEN!,https://newyork.craigslist.org/lgi/ctd/d/cambria-heights-2021-nissan-sentra-sv/7815914390.html
2016 Ford Transit Wagon T-350 148 Low Roof XLT Swing-Out RH Dr ONE OWNER! $,$0,+ EVERYONE DRIVES! WE MAKE IT HAPPEN!,https://newyork.craigslist.org/lgi/ctd/d/cambria-heights-2016-ford-transit-wagon/7815910716.html
2011 Ford E-series E 150 XLT 3dr Passenger Van $32 A WEEK!,$0,+ EVERYONE DRIVES! WE MAKE IT HAPPEN!,https://newyork.craigslist.org/lgi/ctd/d/cambria-heights-2011-ford-series-150/7815910157.html
2015 Nissan Rogue SV. LOW MILES!!! $56 A WEEK!,$0,+ EVERYONE DRIVES! WE MAKE IT HAPPEN!,https://newyork.craigslist.org/que/ctd/d/cambria-heights-2015-nissan-rogue-sv/7815908599.html
2014 Jeep Grand Cherokee Limited. CLEAN CARFAX! $80 A WEEK!,$0,+ EVERYONE DRIVES! WE MAKE IT HAPPEN!,https://newyork.craigslist.org/lgi/ctd/d/cambria-heights-2014-jeep-grand/7815908402.html
2017 Bentley Bentayga W12 AWD,"$74,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2017-bentley-bentayga-w12/7815901744.html
On30 Scale Train Hawthorne Village Wild Song Combine Car,$30,Financial District,https://newyork.craigslist.org/mnh/clt/d/new-york-on30-scale-train-hawthorne/7812338156.html
2022 Ram 3500 Tradesman,"$45,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2022-ram-3500-tradesman/7815884128.html
2017 Porsche 911 Turbo S Coupe,"$152,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2017-porsche-911-turbo/7815877088.html
1991-2002 Saturn S Series ABS Sensors and Brackets,$75,staten island,https://newyork.craigslist.org/stn/pts/d/staten-island-saturn-series-abs-sensors/7815876319.html
Mercedes W113 230 SL Owner's Manual Kit & Parts Catalog - Complete -,$550,NY,https://newyork.craigslist.org/brx/pts/d/new-york-mercedes-sl-owners-manual-kit/7813674689.html
"Porsche 928 Boge Struts, Shocks and Strut Mounts",$0,NY,https://newyork.craigslist.org/brx/pts/d/new-york-porsche-928-boge-struts-shocks/7813674931.html
Porsche Late 944/951/924 and 968 Upper Rear Seat,$250,NY,https://newyork.craigslist.org/brx/pts/d/new-york-porsche-late-and-968-upper/7808784229.html
Porsche 911 Carrera 3.2 Heat Exchangers,$550,NY,https://newyork.craigslist.org/lgi/pts/d/new-york-porsche-911-carrera-32-heat/7813675035.html
"A LOT OF TOYS - Educational, recreational toys, puzzles, games...",$1,Upper West Side,https://newyork.craigslist.org/mnh/tag/d/new-york-lot-of-toys-educational/7811779579.html
FALCON &RANCHERO.PARTS 60/65,$10,OZONE PARK,https://newyork.craigslist.org/que/pts/d/ozone-park-falcon-rancheroparts-60-65/7811027640.html
71 CHEVY NOVA  MOLDINGS,$25,OZONE PARK,https://newyork.craigslist.org/que/pts/d/ozone-park-71-chevy-nova-moldings/7811026781.html
2   13 INCH WIRE HUBCAPS,$10,OZONE PARK,https://newyork.craigslist.org/que/pts/d/ozone-park-13-inch-wire-hubcaps/7811022352.html
12 INCH CROME  HUBCAPS    (NEW),$50,OZONE PARK,https://newyork.craigslist.org/que/wto/d/ozone-park-12-inch-crome-hubcaps-new/7810160247.html
Matchbox Hotwheels floating bath toys,$15,TriBeCa,https://newyork.craigslist.org/mnh/tag/d/new-york-matchbox-hotwheels-floating/7808347781.html
2022 Mercedes-Benz SL-Class SL63,"$112,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2022-mercedes-benz-sl/7815850868.html
2 tires 275/35/21  Bridgestone Alenza Runflat,$280,Flushing Queens,https://newyork.craigslist.org/que/wto/d/flushing-tires-bridgestone-alenza/7815849308.html
Radio's Walkie-Talkies UHF/VHF 8 in total and lots of ACCESSORIES,$200,Williamsburg,https://newyork.craigslist.org/brk/ele/d/brooklyn-radios-walkie-talkies-uhf-vhf/7810035635.html
Subaru Outback OEM Rubber Floor mats - Gen 4 - 2010-2014,$40,Williamsburg,https://newyork.craigslist.org/brk/pts/d/brooklyn-subaru-outback-oem-rubber/7810038215.html
"Baby’s First Books, Games & Toys",$20,TriBeCa,https://newyork.craigslist.org/mnh/bab/d/new-york-babys-first-books-games-toys/7808343855.html
"Baby’s First Toys, Games & Books",$20,TriBeCa,https://newyork.craigslist.org/mnh/tag/d/new-york-babys-first-toys-games-books/7808240906.html
"Baby’s first Toys, Games & Books",$20,TriBeCa,https://newyork.craigslist.org/mnh/tag/d/new-york-babys-first-toys-games-books/7808221435.html
2011 Honda Pilot 4WD 4dr EX-L SUV,$0,West Babylon,https://newyork.craigslist.org/que/ctd/d/north-babylon-2011-honda-pilot-4wd-4dr/7815840732.html
2019 Audi A6 A6 quattro Premium,"$23,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2019-audi-a6-a6-quattro-premium/7815840655.html
2017 Mercedes-Benz C-Class C300 4MATIC Coupe Coupe,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2017-mercedes-benz-class-c300/7815841054.html
2017 Ford Transit 250 Van Low Roof w/Sliding Pass. 130-in. WB Van,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2017-ford-transit-250-van-low/7815841036.html
2020 Dodge Grand Caravan SXT Minivan,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2020-dodge-grand-caravan-sxt/7815841013.html
2019 Jeep Compass Limited 4WD SUV,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2019-jeep-compass-limited-4wd/7815840988.html
2014 Lexus IS 250 AWD Sedan,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2014-lexus-is-250-awd-sedan/7815840962.html
2015 Ford Transit Connect Wagon Titanium w/Rear Liftgate LWB Van,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2015-ford-transit-connect-wagon/7815840941.html
2017 Ford Transit Connect Wagon Titanium w/Rear Liftgate LWB Van,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2017-ford-transit-connect-wagon/7815840921.html
2014 INFINITI Q60 Coupe Sport 6MT Coupe,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2014-infiniti-q60-coupe-sport/7815840888.html
2008 Nissan Rogue S AWD Crossover 4dr,"$4,800","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2008-nissan-rogue-awd/7815824738.html
2014 Nissan Pathfinder SL 4x4 4dr SUV,"$6,800","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2014-nissan-pathfinder-sl-4x4/7815824675.html
2002 Mercedes-Benz C Class C 32 AMG 4dr Sedan,"$6,500","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2002-mercedes-benz-class-32/7815824585.html
2020 Porsche Panamera 4S,"$69,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2020-porsche-panamera-4s/7815823224.html
2016 Ford Flex Limited AWD  3.5 TURBO ECOBOOST **48K MILES**,"$17,995","1081 Entry Drive  Bensenville, IL 60106",https://newyork.craigslist.org/mnh/ctd/d/bensenville-2016-ford-flex-limited-awd/7815804916.html
MATCHBOX HOT WHEELS PREMIUM CAR CULTURE SUPER MARIO BROS 64 KART BUNDLE LOT NIB ,$375,BAY RIDGE,https://newyork.craigslist.org/brk/tag/d/brooklyn-matchbox-hot-wheels-premium/7809032394.html
Mint Sizzlers Race Car Mega Charger Vehicle Recharger - New In Package,$30,Brooklyn NY,https://newyork.craigslist.org/brk/tag/d/brooklyn-mint-sizzlers-race-car-mega/7814512631.html
2011 Jeep Wrangler,"$11,929",Autotrader Private Seller,https://newyork.craigslist.org/mnh/ctd/d/new-york-2011-jeep-wrangler/7815801932.html
2 tires 275/45. And 315/40/21 pirelli Scorpion zero,$380,queens,https://newyork.craigslist.org/que/wto/d/flushing-tires-and-pirelli-scorpion-zero/7815788640.html
2019 Acura RDX Base,"$23,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2019-acura-rdx-base/7815800750.html
NOVA 71 LEFT ARM REST BASE&PAD,$10,OZONE PARK,https://newyork.craigslist.org/que/pts/d/ozone-park-nova-71-left-arm-rest-basepad/7814949874.html
Roadshock Defroster with Light,$10,Forest Hills,https://newyork.craigslist.org/que/ele/d/forest-hills-roadshock-defroster-with/7815788592.html
2014 Mercedes-Benz C Class C 300 Sport 4MATIC AWD 4dr Sedan,"$7,800","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2014-mercedes-benz-class-300/7815779953.html
2015 Subaru Legacy 2.5i Limited AWD 4dr Sedan,"$6,500","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2015-subaru-legacy-25i/7815779796.html
Set of 3 Usborne Books,$10,queens,https://newyork.craigslist.org/que/bab/d/jackson-heights-set-of-usborne-books/7811445067.html
CHEVY CAPRICE WAGON ECTO4,"$23,000",Lower East Side,https://newyork.craigslist.org/mnh/cto/d/new-york-chevy-caprice-wagon-ecto4/7815775923.html
Down sizing sale,$0,"staten island, New York",https://newyork.craigslist.org/stn/gms/d/staten-island-down-sizing-sale/7815765194.html
1994 320 SL,$0,Staten Island New York,https://newyork.craigslist.org/stn/bar/d/staten-island-sl/7814668619.html
2017 Smart ForTwo Electric Drive,"$12,500",Williamsburg,https://newyork.craigslist.org/brk/cto/d/brooklyn-2017-smart-fortwo-electric/7815744431.html
"Lionel Trains-Post War ""0"" Ga.","$7,500",Franklin Lakes,https://newyork.craigslist.org/brk/clt/d/franklin-lakes-lionel-trains-post-war-ga/7808632639.html
█ JDM Made in Japan Xenon light HID Kit,$0,18 months warranty - Queens,https://newyork.craigslist.org/que/for/d/queens-village-jdm-made-in-japan-xenon/7812992491.html
Baby Jogger City Go Infant Black Base Only,$10,Staten Island,https://newyork.craigslist.org/stn/bab/d/staten-island-baby-jogger-city-go/7809205979.html
2017 Toyota 4Runner 4 Runner 4-Runner SR5 Premium - ONE OWNER ~ Craigs,"$35,990","196-33 Northern Blvd, Queens NY, 11358",https://newyork.craigslist.org/que/ctd/d/flushing-2017-toyota-4runner-runner/7815699388.html
2012 Ford E-250 E-250 Van,"$11,850",Floral Park,https://newyork.craigslist.org/que/ctd/d/floral-park-2012-ford-250-250-van/7815699014.html
2012 Ford E-350 E-350 Super Duty Extended Van,"$11,650",Floral Park,https://newyork.craigslist.org/que/ctd/d/floral-park-2012-ford-350-350-super/7815698993.html
2014 Ford E-150 E-150 Van,"$8,950",Floral Park,https://newyork.craigslist.org/que/ctd/d/floral-park-2014-ford-150-150-van/7815698971.html
2007 TOYOTA FJ CRUISER AWD,"$11,000",Brooklyn,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2007-toyota-fj-cruiser-awd/7815687112.html
2021 JEEP WRANGLER RUBICON AWD,"$29,995",Brooklyn,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2021-jeep-wrangler-rubicon-awd/7815686511.html
2022 BMW M5 CS,$0,+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2022-bmw-m5-cs/7815685095.html
Road champ minis lot,$10,Port Washington,https://newyork.craigslist.org/lgi/tag/d/port-washington-road-champ-minis-lot/7809141019.html
Hot wheels set,$30,Brooklyn,https://newyork.craigslist.org/brk/tag/d/brooklyn-hot-wheels-set/7810579926.html
2004 Porsche 911 Carrera Coupe,"$33,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2004-porsche-911-carrera/7815660854.html
1985-1993 MUSTANG'S WANTED,$1,Long Island NY,https://newyork.craigslist.org/lgi/pts/d/westbury-mustangs-wanted/7810566363.html
1985-1993 MUSTANG'S WANTED,0,Long Island NY,https://newyork.craigslist.org/lgi/wan/d/westbury-mustangs-wanted/7810566391.html
1997 Honda Orthia 2.0 GX RHD JDM IMPORT,"$13,900",manhattan,https://newyork.craigslist.org/mnh/ctd/d/new-york-1997-honda-orthia-20-gx-rhd/7815651990.html
2019 Chevrolet Chevy Suburban LT,"$26,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2019-chevrolet-chevy-suburban-lt/7815642356.html
2005 Lexus ES330 original owner 175K miles,"$5,500",Norwalk CT,https://newyork.craigslist.org/fct/cto/d/norwalk-2005-lexus-es330-original-owner/7815635574.html
Large bag of mixed LEGOS,$80,Inwood / Wash Hts,https://newyork.craigslist.org/mnh/tag/d/new-york-large-bag-of-mixed-legos/7811818387.html
2015 BMW 6 series Alpina B6 xDrive GC ~ Craigslist Great Deal!,"$35,752","196-33 Northern Blvd, Queens NY, 11358",https://newyork.craigslist.org/que/ctd/d/flushing-2015-bmw-series-alpina-b6/7815633078.html
2022 KTM 1290 Super Duke R,"$14,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2022-ktm-1290-super-duke/7815632492.html
2015 Volvo XC60 T6 Sport Utility 4D (2015.5),"$13,900",Stamford,https://newyork.craigslist.org/fct/cto/d/stamford-2015-volvo-xc60-t6-sport/7815626958.html
CADILLAC DEVILLE WINDOW REGULATOR,$25,Queens,https://newyork.craigslist.org/que/pts/d/astoria-cadillac-deville-window/7815614351.html
2013 Honda Civic,"$7,399",West Hempstead,https://newyork.craigslist.org/lgi/cto/d/west-hempstead-2013-honda-civic/7815606833.html
2021 Tesla Model 3 Performance,$0,+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2021-tesla-model/7815602208.html
ECS Tuning Carbon Fiber steering wheel mini cooper r55 R56,$250,New York,https://newyork.craigslist.org/mnh/pts/d/new-york-ecs-tuning-carbon-fiber/7815599252.html
2013 Nissan Frontier SV V6 4x4 4dr King Cab 6.1 ft. SB Pickup 5A Call/Text 718-5,$0,"+ ANY CREDIT APPROVED! GOOD CREDIT, BAD CREDIT, NO CREDIT!",https://newyork.craigslist.org/brk/ctd/d/ridgewood-2013-nissan-frontier-sv-v6/7815597493.html
Temporary Plates Insurance,$155,brooklyn,https://newyork.craigslist.org/brk/pts/d/brooklyn-temporary-plates-insurance/7808494822.html
2018 Jaguar F-PACE 25t Premium,"$16,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2018-jaguar-pace-25t-premium/7815591758.html
2014 Honda Accord LX Sedan 6-Spd MT Sedan,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2014-honda-accord-lx-sedan-spd/7815591559.html
2022 Toyota Highlander XLE FWD V6 SUV,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2022-toyota-highlander-xle-fwd/7815591525.html
2015 Ford Transit Connect XL LWB Van,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2015-ford-transit-connect-xl/7815591477.html
2017 McLaren 570GT Base Coupe,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2017-mclaren-570gt-base-coupe/7815591447.html
2022 Cadillac Escalade Premium Luxury AWD SUV,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2022-cadillac-escalade-premium/7815591418.html
2019 Mercedes-Benz AMG GT Cabrio Convertible,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2019-mercedes-benz-amg-gt/7815591392.html
2019 Lexus GS Base Sedan,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2019-lexus-gs-base-sedan/7815591360.html
2018 Ford Transit 150 Wagon Med. Roof XL w/Sliding Pass. 130-in. WB Va,$0,Richmond Hill,https://newyork.craigslist.org/que/ctd/d/jamaica-2018-ford-transit-150-wagon-med/7815591325.html
2023 Toyota Sienna XLE 7-Passenger Minivan,$0,Elmhurst,https://newyork.craigslist.org/que/ctd/d/elmhurst-2023-toyota-sienna-xle/7815591290.html
2021 Mercedes-Benz C-Class AMG C 63 S Coupe,$0,Elmhurst,https://newyork.craigslist.org/que/ctd/d/elmhurst-2021-mercedes-benz-class-amg/7815591257.html
2019 Honda Civic LX ~ Craigslist Great Deal!,"$17,936","196-33 Northern Blvd, Queens NY, 11358",https://newyork.craigslist.org/que/ctd/d/flushing-2019-honda-civic-lx-great-deal/7815590630.html
Selling That Classic Car?  Serious Buyer of Antique vehicles,0,New York,https://newyork.craigslist.org/wch/wan/d/yorktown-heights-selling-that-classic/7808695249.html
Oil Extractor Pump,$40,Stamford,https://newyork.craigslist.org/fct/pts/d/stamford-oil-extractor-pump/7814581034.html
2012 Nissan Versa 1.8 S 4dr Hatchback 4A,"$3,900","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2012-nissan-versa-18-4dr/7815571000.html
2015 Volkswagen Golf TSI S 4dr Hatchback 6A,"$8,900","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2015-volkswagen-golf-tsi-4dr/7815570890.html
2004 Ford Super Duty F-250 Lariat 4dr Crew Cab 4WD SB,"$7,800","East Brunswick, NJ",https://newyork.craigslist.org/jsy/ctd/d/spotswood-2004-ford-super-duty-250/7815570767.html
2021 INFINITI Q50 RED SPORT 400 AWD,"$31,885",+ EastChester Certified Motors,https://newyork.craigslist.org/brk/ctd/d/eastchester-2021-infiniti-q50-red-sport/7815569932.html
2021 Lamborghini Huracan EVO Coupe,"$244,999",+ Brooklyn Auto Sales,https://newyork.craigslist.org/brk/ctd/d/staten-island-2021-lamborghini-huracan/7815569731.html
1968 Chevelle 14x5 GM Steel Rims Tires Pair,$100,bay shore,https://newyork.craigslist.org/lgi/wto/d/brightwaters-1968-chevelle-14x5-gm/7808009299.html
Wanted Old Motorcycles 📞(800)220-9683 www.wantedoldmotorcycles.com,0,Call📞1(800)220-9683  Website: www.wantedoldmotorcycles.com,https://newyork.craigslist.org/que/wad/d/fresh-meadows-wanted-old-motorcycles/7815559821.html
7 New In Box 2006 Mattel Hot Wheels Redline Sizzlers Motorized Race,$99,Brooklyn NY,https://newyork.craigslist.org/brk/tag/d/brooklyn-new-in-box-2006-mattel-hot/7814365266.html
Vintage Aurora AFX HO Scale Slot Car Lot,$399,Brooklyn NY,https://newyork.craigslist.org/brk/tag/d/brooklyn-vintage-aurora-afx-ho-scale/7811222844.html
Vintage Carrera Servo 160 Slot Car Racing Set - German Made,$99,Brooklyn NY,https://newyork.craigslist.org/brk/tag/d/brooklyn-vintage-carrera-servo-160-slot/7812886022.html
48 Vintage 1969 Hot Wheels Redline Sizzler Car Fat Daddy ChopCycle Lot,$299,Brooklyn NY,https://newyork.craigslist.org/brk/tag/d/brooklyn-48-vintage-1969-hot-wheels/7811553300.html
Yakima Roof Rack System (Chevy Bolt 2023),$325,Brooklyn,https://newyork.craigslist.org/brk/pts/d/brooklyn-yakima-roof-rack-system-chevy/7815550745.html
2019 Porsche Cayenne AWD W BOSE SOUND ~ Craigslist Great Deal!,"$33,650","196-33 Northern Blvd, Queens NY, 11358",https://newyork.craigslist.org/que/ctd/d/flushing-2019-porsche-cayenne-awd-bose/7815550949.html
2021 Hyundai Tucson SE 13k miles,"$17,770",Murray Hil,https://newyork.craigslist.org/que/cto/d/ridgewood-2021-hyundai-tucson-se-13k/7815550747.html
NameTrains D & F Wooden Letters on Wheels!,$5,Chelsea,https://newyork.craigslist.org/mnh/bab/d/nametrains-wooden-letters-on-wheels/7808690654.html
2023 Mercedes-Benz S-Class S 500 4MATIC Sedan,"$63,250",+ EastChester Certified Motors,https://newyork.craigslist.org/wch/ctd/d/eastchester-2023-mercedes-benz-class/7815542496.html
2013 Ford F-150 F150 F 150 FX4,"$17,995",+ Lemans Cars,https://newyork.craigslist.org/brk/ctd/d/commack-2013-ford-150-f150-150-fx4/7815542398.html
2022 Hyundai Elantra,"$16,926",+ South Shore Mitsubishi,https://newyork.craigslist.org/wch/ctd/d/freeport-2022-hyundai-elantra/7815542376.html
2024 Ford Transit XLT Van,"$57,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2024-ford-transit-xlt-van/7815537073.html
2023 Chevrolet Suburban Premier SUV,"$59,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-chevrolet-suburban/7815537092.html
2023 Chevrolet Suburban Premier SUV,"$48,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-chevrolet-suburban/7815537045.html
2022 Mercedes-Benz GLE-Class GLE 350 SUV,"$46,995",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2022-mercedes-benz-gle-class/7815537011.html
2024 Acura MDX 3.5L SUV,"$44,995",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2024-acura-mdx-35l-suv/7815536985.html
2022 Audi Q7 55 Premium SUV,"$40,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2022-audi-q7-55-premium-suv/7815536963.html
2024 Honda Pilot EX-L SUV,"$37,995",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2024-honda-pilot-ex-suv/7815536934.html
2024 BMW X3 sDrive30i SUV,"$37,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2024-bmw-x3-sdrive30i-suv/7815536900.html
2023 Mitsubishi Outlander 40th Anniversary SUV,"$32,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-mitsubishi-outlander/7815536722.html
2023 Chevrolet Blazer LT SUV,"$27,995",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-chevrolet-blazer-lt-suv/7815536665.html
2021 Acura RDX Technology Package SUV,"$29,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2021-acura-rdx-technology/7815536698.html
2023 Nissan Pathfinder S SUV,"$27,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-nissan-pathfinder-suv/7815536644.html
2021 Honda Odyssey EX Minivan,"$27,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2021-honda-odyssey-ex-minivan/7815536619.html
2023 Mazda CX-9 Touring SUV,"$26,995",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2023-mazda-cx-touring-suv/7815536585.html
2020 Acura MDX 3.5L SUV,"$25,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2020-acura-mdx-35l-suv/7815536562.html
2019 Mercedes-Benz Metris Cargo Van,"$24,800",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2019-mercedes-benz-metris/7815536539.html
2015 Chevrolet Suburban LTZ SUV,"$14,888",Long Island City,https://newyork.craigslist.org/que/ctd/d/sunnyside-2015-chevrolet-suburban-ltz/7815536513.html
